id,name,description
500,Ember,"No Unkindled can ever truly claim the embers that burn within a champion's bosom, which is precisely what makes their yearning for warmth so keen.  Gain the strength of flame and increased max HP until death.  With the strength of fire, the summoning signs of Unkindled become visible, and seekers of embers can be summoned to join in co-operation. But beware, the embers may also attract invaders."
501,Ember,Offering an ember to a body without flame increases HP as well as abilities.  What remains of an ashen hero once the fire has gone out? Honor or ruin?
520,Hello Carving,"A strange head of unknown origin carved from archtree. It speaks when thrown on the ground.  This head says ""Hello"". Have another look. Do you sense the amicability in its eyes?"
521,Thank you Carving,"A strange head of unknown origin carved from archtree. It speaks when thrown on the ground.  This head says ""Thank you"". Have another look. Is this not a face of gratitude?"
522,Very good! Carving,"A strange head of unknown origin carved from archtree. It speaks when thrown on the ground.  This head says ""Very good!"" Have another look. Does it not appear rather jovial?"
523,I'm sorry Carving,"A strange head of unknown origin carved from archtree. It speaks when thrown on the ground.  This head says ""I'm sorry"". Have another look. Isn't it quite the expression of atonement?"
524,Help me! Carving,"A strange head of unknown origin carved from archtree. It speaks when thrown on the ground.  This head says ""Help me!"" Look again. Can you hear the desperation of its plea?"
712,Soul of Champion Gundyr,"Soul of the champion Gundyr. One of the twisted souls, steeped in strength.  Use to acquire many souls, or transpose to extract its true strength.  Once, a champion came late to the festivities, and was greeted by a shrine without fire, and a bell that would not toll."
713,Soul of a Wicked Spirit,"Soul of a malevolent god that possessed a heroic king.  Use to acquire a huge amount of souls, or to make an offering at the training kiln…"
714,Soul of the Dancer,"Soul of the dancer. One of the twisted souls, steeped in strength.  Use to acquire many souls, or transpose to extract its true strength.  The Pontiff Sulyvahn bestowed a double- slashing sword upon a distant daughter of the formal royal family, ordering her to serve first as a dancer, and then as an outrider knight, the equivalent to exile."
715,Soul of a Crystal Sage,"Soul of a Crystal Sage. One of the twisted souls, steeped in strength.  Use to acquire many souls, or transpose to extract its true strength.  The twin Crystal Sages once served as spiritual guides to the scholars of the Grand Archives, and one went on to ally with the Undead Legion."
717,Soul of the Blood of the Wolf,"Soul of the Blood of the Wolf. One of the twisted souls, steeped in strength.  Use to acquire numerous souls, or transpose to extract its true strength.  The blood was spread amongst the Abyss Watchers, and their souls are one with the soul of the wolf blood master."
718,Soul of Consumed Oceiros,"Soul of Oceiros, the Consumed King. One of the twisted souls, steeped in strength.  Use to acquire numerous souls, or transpose to extract its true strength.  Oceiros went mad trying to harness his royal blood for a greater purpose, leading him to the heretics of the Grand Archives, where he discovered the twisted worship of Seath the paledrake."
719,Soul of Boreal Valley Vordt,"Soul of Vordt of the Boreal Valley. One of the twisted souls, steeped in strength.  Use to acquire many souls, or transpose to extract its true strength.  Vordt served as an outrider knight, never far from the fleeting dancer."
720,Soul of the Old Demon King,"Soul of the Old Demon King. One of the twisted souls, steeped in strength.  Use to acquire many souls, or transpose to extract its true strength.  The shriveled Old Demon King is now like a clump of burnt ash, but he is the last living witness of the Chaos of Izalith."
721,Soul of Dragonslayer Armour,"Soul of the Dragonslayer Armour. One of the twisted souls, steeped in strength.  Use to acquire many souls, or transpose to extract its true strength.  The Dragonslayer Armour, controlled by the Pilgrim Butterfly, lost its master long ago, but still remembers their sporting hunts."
722,Soul of the Nameless King,"Soul of the Nameless King. One of the twisted souls, steeped in strength.  Use to acquire many souls, or transpose to extract its true strength.  The Nameless King was once a dragon-slaying god of war, before he sacrificed everything to ally himself with the ancient dragons."
723,Soul of the Great Bat,"Soul of the Great Bat, sealed away deep beneath the earth.  Use to acquire a huge amount of souls, or to make an offering at the training kiln…"
724,Soul of Pontiff Sulyvahn,"Soul of Pontiff Sulyvahn. One of the twisted souls, steeped in strength.  Use to acquire many souls, or transpose to extract its true strength.  Pontiff Sulyvahn of Irithyll imprisoned a god of the old royalty in the abandoned cathedral, to be fed to the devourer."
725,Soul of Aldrich,"Soul of Aldrich. One of the twisted souls, steeped in strength.  Use to acquire many souls, or transpose to extract its true strength.  When Aldrich ruminated on the fading of the fire, it inspired visions of a coming age of the deep sea. He knew the path would be arduous, but he had no fear. He would devour the gods himself."
726,Soul of High Lord Wolnir,"Soul of the High Lord Wolnir. One of the twisted souls, steeped in strength.  Use to acquire many souls, or transpose to extract its true strength.  Lord Wolnir of Carthus sentenced countless souls to gruesome deaths, keen to outlive them all."
727,Soul of the Rotted Greatwood,"Soul of the Curse-rotted Greatwood. One of the twisted souls, steeped in strength.  Use to acquire many souls, or transpose to extract its true strength.  Ever since its establishment, all manner of curses have managed to seep into the Undead Settlement. The worst of them were sealed away inside a spirit tree, but eventually the curses took their toll."
728,Soul of Rosaria,"The soul of Rosaria, Mother of Rebirth, stolen by Ringfinger Leonhard.  Return this to her extant corpse, and mother Rosaria will spring back to life.  As if nothing had ever happened."
729,Soul of the Deacons of the Deep,"Soul of the Deacons of the Deep. One of the twisted souls, steeped in strength.  Use to acquire many souls, or transpose to extract its true strength.  After Aldrich left for the Boreal valley, Archdeacon Royce remained in the cathedral with the high priests, to keep eternal watch over their master's coffin."
731,Soul of the Twin Princes,"Soul of the Twin Princes. One of the twisted souls, steeped in strength.  Use to acquire numerous souls, or transpose to extract its true strength.  The two princes rejected their duty to become Lords of Cinder, and settled down far, far away to watch the fire fade from a distance. A curse makes their souls nearly inseparable."
732,Soul of Yhorm the Giant,"Soul of Yhorm the Giant. One of the twisted souls, steeped in strength.  Use to acquire numerous souls, or transpose to extract its true strength.  Yhorm is the descendant of an ancient conqueror, but was asked by the very people once subjugated to lead them, serving as both a weighty blade and a stone-hard shield."
